Province,City,Year,Month,Day,Weather,Max Temperature (℃),Min Temperature (℃),Rainfall (mm),Snowfall (cm)
Gangwon-do,Inje,2018,12,25,Mostly Cloudy,2.8,-10,0,0
Gangwon-do,Inje,2018,12,26,Partly Cloudy,4.3,-5.6,0,0
Gangwon-do,Inje,2018,12,27,Sunny,-4.9,-12.8,0,0
Gangwon-do,Inje,2018,12,28,Sunny,-6.6,-16.8,0,0
Gangwon-do,Inje,2018,12,29,Sunny,-4.2,-14.1,0,0
Gangwon-do,Inje,2018,12,30,Sunny,-0.7,-16.3,0,0
Gangwon-do,Inje,2018,12,31,Sunny,1.3,-16.3,0,0
Gangwon-do,Inje,2019,1,1,Partly Cloudy,-1.1,-14.3,0,0
Gangwon-do,Inje,2019,1,2,Sunny,-0.4,-14.5,0,0
Gangwon-do,Inje,2019,1,3,Sunny,2.2,-15.4,0,0
Gangwon-do,Inje,2019,1,4,Partly Cloudy,3,-13.1,0,0
Gangwon-do,Inje,2019,1,5,Sunny,2.2,-9.8,0,0
Gangwon-do,Inje,2019,1,6,Partly Cloudy,3.2,-12.2,0,0
Gangwon-do,Inje,2019,1,7,Sunny,2,-13.1,0,0
Gangwon-do,Inje,2019,1,8,Sunny,1.7,-11.2,0,0
Gangwon-do,Inje,2019,1,9,Partly Cloudy,-0.8,-15,0,0
Gangwon-do,Inje,2019,1,10,Partly Cloudy,3,-9,0,0
Gangwon-do,Inje,2019,1,11,Mostly Cloudy,5.7,-7.1,0,0
Gangwon-do,Inje,2019,1,12,Mostly Cloudy,6.8,-5.8,0,0
Gangwon-do,Inje,2019,1,13,Sunny,8.1,-9,0,0
Gangwon-do,Inje,2019,1,14,Partly Cloudy,5.7,-10.2,0,0
Gangwon-do,Inje,2019,1,15,Partly Cloudy,1.7,-7.7,0,0
Gangwon-do,Inje,2019,1,16,Partly Cloudy,-2.8,-13.4,0,0
Gangwon-do,Inje,2019,1,17,Sunny,3.7,-6.9,0,0
Gangwon-do,Inje,2019,1,18,Partly Cloudy,5,-11.6,0,0
Gangwon-do,Inje,2019,1,19,Cloudy,5.3,-8.2,0,0
Gangwon-do,Inje,2019,1,20,Sunny,3,-7.1,0,0
Gangwon-do,Inje,2019,1,21,Partly Cloudy,0.1,-10.6,0,0
Gangwon-do,Inje,2019,1,22,Sunny,5.1,-9.9,0,0
Gangwon-do,Inje,2019,1,23,Sunny,7.1,-6.9,0,0
Gangwon-do,Inje,2019,1,24,Sunny,5.4,-11,0,0
Gangwon-do,Inje,2019,1,25,Sunny,3.3,-11.9,0,0
Gangwon-do,Inje,2019,1,26,Sunny,3.8,-13.4,0,0
Gangwon-do,Inje,2019,1,27,Partly Cloudy,3.1,-13.8,0,0
Gangwon-do,Inje,2019,1,28,Partly Cloudy,4.3,-6.4,0,0
Gangwon-do,Inje,2019,1,29,Partly Cloudy,6,-11.5,0,0
Gangwon-do,Inje,2019,1,30,Cloudy,6.4,-7.4,0,0
Gangwon-do,Inje,2019,1,31,Mostly Cloudy,4.1,-4.3,0,0
Gangwon-do,Inje,2019,2,1,Sunny,1.9,-11.7,0,0
Gangwon-do,Inje,2019,2,2,Mostly Cloudy,4.5,-6.8,0,0
Gangwon-do,Inje,2019,2,3,Rainy,4.1,-0.7,16.5,0
Gangwon-do,Inje,2019,2,4,Sunny,4.1,-4.9,0,0
Gangwon-do,Inje,2019,2,5,Partly Cloudy,7.1,-7.7,0,0
Gangwon-do,Inje,2019,2,6,Mostly Cloudy,9.2,-6,0,0
Gangwon-do,Inje,2019,2,7,Rainy,6.3,-6.2,5,0
Gangwon-do,Inje,2019,2,8,Mostly Cloudy,0.2,-9.3,0,0
Gangwon-do,Inje,2019,2,9,Partly Cloudy,-0.1,-8.8,0,0
Gangwon-do,Inje,2019,2,10,Cloudy,0.8,-12.4,0,0
Gangwon-do,Inje,2019,2,11,Sunny,1.6,-9,0,0
Gangwon-do,Inje,2019,2,12,Sunny,2.4,-9.8,0,0
Gangwon-do,Inje,2019,2,13,Sunny,2.2,-10.4,0,0
Gangwon-do,Inje,2019,2,14,Mostly Cloudy,5.4,-10.2,0,0
Gangwon-do,Inje,2019,2,15,Rainy,-0.1,-3.7,1,0
Gangwon-do,Inje,2019,2,16,Partly Cloudy,0.6,-9.6,0,0
Gangwon-do,Inje,2019,2,17,Sunny,3.4,-11,0,0
Gangwon-do,Inje,2019,2,18,Mostly Cloudy,6.7,-10.3,0,0
Gangwon-do,Inje,2019,2,19,Rainy,2.2,-1.4,5.5,0
Gangwon-do,Inje,2019,2,20,Cloudy,2.5,-1.9,0,0
Gangwon-do,Inje,2019,2,21,Sunny,7.7,-7,0,0
Gangwon-do,Inje,2019,2,22,Partly Cloudy,11.8,-6.1,0,0
Gangwon-do,Inje,2019,2,23,Partly Cloudy,11.1,-4.7,0,0
Gangwon-do,Inje,2019,2,24,Sunny,12.3,-5.6,0,0
Gangwon-do,Inje,2019,2,25,Partly Cloudy,11.6,-2.3,0,0
Gangwon-do,Inje,2019,2,26,Sunny,11.6,-5.2,0,0
Gangwon-do,Inje,2019,2,27,Cloudy,12.8,-0.7,0,0
Gangwon-do,Inje,2019,2,28,Partly Cloudy,12.3,-3.5,0,0
Gangwon-do,Inje,2019,3,1,Sunny,12.6,-4.5,0,0
Gangwon-do,Inje,2019,3,2,Partly Cloudy,14.4,-4.4,0,0
Gangwon-do,Inje,2019,3,3,Partly Cloudy,16.1,-4.1,0,0
Gangwon-do,Inje,2019,3,4,Partly Cloudy,15.6,0,0,0
Gangwon-do,Inje,2019,3,5,Partly Cloudy,11.7,-2.1,0,0
Gangwon-do,Inje,2019,3,6,Mostly Cloudy,11,-0.5,0,0
Gangwon-do,Inje,2019,3,7,Rainy,11.8,-0.9,4.5,0
Gangwon-do,Inje,2019,3,8,Sunny,12.7,-2.4,0,0
Gangwon-do,Inje,2019,3,9,Partly Cloudy,12.8,-4.4,0,0
Gangwon-do,Inje,2019,3,10,Cloudy,10.2,0.4,0,0
Gangwon-do,Inje,2019,3,11,Partly Cloudy,10.8,-3.6,0,0
Gangwon-do,Inje,2019,3,12,Rainy,5.4,-0.7,0.6,0
Gangwon-do,Inje,2019,3,13,Sunny,7.5,-2.2,0,0
Gangwon-do,Inje,2019,3,14,Partly Cloudy,7.9,-5.8,0,0
Gangwon-do,Inje,2019,3,15,Rainy,9.5,-2.2,1.5,0
Gangwon-do,Inje,2019,3,16,Rainy,5.6,0.2,0.1,0
Gangwon-do,Inje,2019,3,17,Sunny,10.9,-0.6,0,0
Gangwon-do,Inje,2019,3,18,Mostly Cloudy,13,-3.7,0,0
Gangwon-do,Inje,2019,3,19,Sunny,17.4,-1.4,0,0
Gangwon-do,Inje,2019,3,20,Rainy,16.1,2.5,15.5,0
Gangwon-do,Inje,2019,3,21,Rainy,10.9,0.9,9,0
Gangwon-do,Inje,2019,3,22,Mostly Cloudy,8.2,-1.6,0,0
Gangwon-do,Inje,2019,3,23,Rainy,5.4,-4.5,0.5,0
Gangwon-do,Inje,2019,3,24,Sunny,9.1,-4.7,0,0
Gangwon-do,Inje,2019,3,25,Mostly Cloudy,7.6,-1.6,0,0
Gangwon-do,Inje,2019,3,26,Partly Cloudy,17,2.6,0,0
Gangwon-do,Inje,2019,3,27,Cloudy,15.6,1.7,0,0
Gangwon-do,Inje,2019,3,28,Rainy,12.2,3.8,0.5,0
Gangwon-do,Inje,2019,3,29,Mostly Cloudy,14.8,2.7,0,0
Gangwon-do,Inje,2019,3,30,Rainy,7.5,1.8,2.5,0
Gangwon-do,Inje,2019,3,31,Rainy,3.7,-1.9,0.5,0
Gangwon-do,Inje,2019,4,1,Sunny,9.1,-4.9,0,0
Gangwon-do,Inje,2019,4,2,Partly Cloudy,11.7,-4.4,0,0
Gangwon-do,Inje,2019,4,3,Sunny,13,-3.7,0,0
Gangwon-do,Inje,2019,4,4,Sunny,15.9,-1.9,0,0
Gangwon-do,Inje,2019,4,5,Partly Cloudy,18.6,5.2,0,0
Gangwon-do,Inje,2019,4,6,Rainy,13.7,2,4,0
Gangwon-do,Inje,2019,4,7,Partly Cloudy,18.1,3.3,0,0
Gangwon-do,Inje,2019,4,8,Partly Cloudy,17.4,1.5,0,0
Gangwon-do,Inje,2019,4,9,Rainy,14.4,0.2,7,0
Gangwon-do,Inje,2019,4,10,Rainy,8.4,1.6,2,0
Gangwon-do,Inje,2019,4,11,Mostly Cloudy,14,1.3,0,0
Gangwon-do,Inje,2019,4,12,Partly Cloudy,18.5,1.8,0,0
Gangwon-do,Inje,2019,4,13,Partly Cloudy,17.2,1.1,0,0
Gangwon-do,Inje,2019,4,14,Rainy,9.3,1.2,4,0
Gangwon-do,Inje,2019,4,15,Sunny,19.1,0.5,0,0
Gangwon-do,Inje,2019,4,16,Partly Cloudy,21.2,0.7,0,0
Gangwon-do,Inje,2019,4,17,Partly Cloudy,23.1,2.2,0,0
Gangwon-do,Inje,2019,4,18,Cloudy,15.9,7.9,0,0
Gangwon-do,Inje,2019,4,19,Partly Cloudy,17.2,5.7,0,0
Gangwon-do,Inje,2019,4,20,Rainy,20.5,1.9,0.2,0
Gangwon-do,Inje,2019,4,21,Rainy,22.2,12,0.1,0
Gangwon-do,Inje,2019,4,22,Sunny,25.9,8.2,0,0
Gangwon-do,Inje,2019,4,23,Mostly Cloudy,27,9,0,0
Gangwon-do,Inje,2019,4,24,Rainy,25.6,13.3,8,0
Gangwon-do,Inje,2019,4,25,Rainy,14.3,6,15.5,0
Gangwon-do,Inje,2019,4,26,Rainy,8.4,4.9,3,0
Gangwon-do,Inje,2019,4,27,Mostly Cloudy,17.9,2.3,0,0
Gangwon-do,Inje,2019,4,28,Rainy,14.3,6.3,0.1,0
Gangwon-do,Inje,2019,4,29,Mostly Cloudy,16.8,4.3,0,0
Gangwon-do,Inje,2019,4,30,Partly Cloudy,23.1,4.4,0,0
Gangwon-do,Inje,2019,5,1,Partly Cloudy,23.9,7,0,0
Gangwon-do,Inje,2019,5,2,Sunny,24.7,6.6,0,0
Gangwon-do,Inje,2019,5,3,Sunny,27.6,5.5,0,0
Gangwon-do,Inje,2019,5,4,Partly Cloudy,28,7,0,0
Gangwon-do,Inje,2019,5,5,Mostly Cloudy,26.5,8.9,0,0
Gangwon-do,Inje,2019,5,6,Sunny,19,6.5,0,0
Gangwon-do,Inje,2019,5,7,Sunny,21.9,1.5,0,0
Gangwon-do,Inje,2019,5,8,Partly Cloudy,22,4.9,0,0
Gangwon-do,Inje,2019,5,9,Partly Cloudy,23.6,9.5,0,0
Gangwon-do,Inje,2019,5,10,Partly Cloudy,28.9,6.1,0,0
Gangwon-do,Inje,2019,5,11,Partly Cloudy,28.8,8.9,0,0
Gangwon-do,Inje,2019,5,12,Partly Cloudy,20.5,9,0,0
Gangwon-do,Inje,2019,5,13,Cloudy,21.8,11.8,0,0
Gangwon-do,Inje,2019,5,14,Partly Cloudy,25.7,10.5,0,0
Gangwon-do,Inje,2019,5,15,Partly Cloudy,26.9,9.1,0,0
Gangwon-do,Inje,2019,5,16,Sunny,28.3,10.7,0,0
Gangwon-do,Inje,2019,5,17,Mostly Cloudy,27.5,11.2,0,0
Gangwon-do,Inje,2019,5,18,Mostly Cloudy,25.6,16.5,0,0
Gangwon-do,Inje,2019,5,19,Rainy,23.8,14.7,5,0
Gangwon-do,Inje,2019,5,20,Rainy,19.7,10.7,3.5,0
Gangwon-do,Inje,2019,5,21,Sunny,22.7,7.5,0,0
Gangwon-do,Inje,2019,5,22,Sunny,25.3,7,0,0
Gangwon-do,Inje,2019,5,23,Sunny,27.6,8.1,0,0
Gangwon-do,Inje,2019,5,24,Sunny,32.3,9.9,0,0
Gangwon-do,Inje,2019,5,25,Mostly Cloudy,27.4,14.4,0,0
Gangwon-do,Inje,2019,5,26,Mostly Cloudy,30.1,12.3,0,0
Gangwon-do,Inje,2019,5,27,Rainy,19.6,16.5,4,0
Gangwon-do,Inje,2019,5,28,Sunny,24,9.5,0,0
Gangwon-do,Inje,2019,5,29,Sunny,26.4,8.2,0,0
Gangwon-do,Inje,2019,5,30,Mostly Cloudy,25.1,9.1,0,0
Gangwon-do,Inje,2019,5,31,Partly Cloudy,23.2,15.9,0,0
Gangwon-do,Inje,2019,6,1,Partly Cloudy,24.8,10,0,0
Gangwon-do,Inje,2019,6,2,Sunny,28.1,12,0,0
Gangwon-do,Inje,2019,6,3,Sunny,28.7,12.4,0,0
Gangwon-do,Inje,2019,6,4,Partly Cloudy,29.9,14.3,0,0
Gangwon-do,Inje,2019,6,5,Partly Cloudy,30.7,14.8,0,0
Gangwon-do,Inje,2019,6,6,Rainy,25.7,16.6,8,0
Gangwon-do,Inje,2019,6,7,Rainy,18.8,13.9,26,0
Gangwon-do,Inje,2019,6,8,Cloudy,26.4,12.3,0,0
Gangwon-do,Inje,2019,6,9,Rainy,26.6,14.5,6.5,0
Gangwon-do,Inje,2019,6,10,Cloudy,18.4,14.3,0,0
Gangwon-do,Inje,2019,6,11,Mostly Cloudy,22.2,12.7,0,0
Gangwon-do,Inje,2019,6,12,Sunny,28.5,12.3,0,0
Gangwon-do,Inje,2019,6,13,Sunny,28.8,12.4,0,0
Gangwon-do,Inje,2019,6,14,Cloudy,28.1,14.4,0,0
Gangwon-do,Inje,2019,6,15,Rainy,26.4,14.2,4,0
Gangwon-do,Inje,2019,6,16,Cloudy,25.7,15.2,0,0
Gangwon-do,Inje,2019,6,17,Mostly Cloudy,26.5,15.6,0,0
Gangwon-do,Inje,2019,6,18,Rainy,19.2,16.3,14.5,0
Gangwon-do,Inje,2019,6,19,Rainy,24.4,17.3,15.5,0
Gangwon-do,Inje,2019,6,20,Mostly Cloudy,27.7,16.9,0,0
Gangwon-do,Inje,2019,6,21,Rainy,25.9,14.9,13.5,0
Gangwon-do,Inje,2019,6,22,Sunny,26.3,12.4,0,0
Gangwon-do,Inje,2019,6,23,Partly Cloudy,27.5,11.9,0,0
Gangwon-do,Inje,2019,6,24,Rainy,29,14.9,0.2,0
Gangwon-do,Inje,2019,6,25,Sunny,31.3,15.7,0,0
Gangwon-do,Inje,2019,6,26,Cloudy,28.8,17,0,0
Gangwon-do,Inje,2019,6,27,Rainy,32.2,19.3,0.3,0
Gangwon-do,Inje,2019,6,28,Rainy,30.7,18.1,6,0
Gangwon-do,Inje,2019,6,29,Rainy,27,18.1,2.5,0
Gangwon-do,Inje,2019,6,30,Cloudy,27.9,17.9,0,0
Gangwon-do,Inje,2019,7,1,Mostly Cloudy,27.5,19.9,0,0
Gangwon-do,Inje,2019,7,2,Partly Cloudy,28.4,16.1,0,0
Gangwon-do,Inje,2019,7,3,Partly Cloudy,29.8,15.6,0,0
Gangwon-do,Inje,2019,7,4,Sunny,32.4,15.8,0,0
Gangwon-do,Inje,2019,7,5,Partly Cloudy,34.2,17,0,0
Gangwon-do,Inje,2019,7,6,Partly Cloudy,30.9,19.2,0,0
Gangwon-do,Inje,2019,7,7,Cloudy,25,17.7,0,0
Gangwon-do,Inje,2019,7,8,Cloudy,22.4,17.4,0,0
Gangwon-do,Inje,2019,7,9,Cloudy,23.9,17.8,0,0
Gangwon-do,Inje,2019,7,10,Rainy,20.9,18.1,6.5,0
Gangwon-do,Inje,2019,7,11,Rainy,22.3,17.9,4,0
Gangwon-do,Inje,2019,7,12,Rainy,26.3,17.1,0.3,0
Gangwon-do,Inje,2019,7,13,Mostly Cloudy,29.1,17.8,0,0
Gangwon-do,Inje,2019,7,14,Mostly Cloudy,28.7,18.9,0,0
Gangwon-do,Inje,2019,7,15,Rainy,26.9,19.9,10,0
Gangwon-do,Inje,2019,7,16,Rainy,27,19.1,0.1,0
Gangwon-do,Inje,2019,7,17,Cloudy,28.1,18.9,0,0
Gangwon-do,Inje,2019,7,18,Partly Cloudy,31.9,19.7,0,0
Gangwon-do,Inje,2019,7,19,Mostly Cloudy,33,19.9,0,0
Gangwon-do,Inje,2019,7,20,Rainy,28.1,22.5,2,0
Gangwon-do,Inje,2019,7,21,Rainy,25.3,21.9,15.5,0
Gangwon-do,Inje,2019,7,22,Mostly Cloudy,30,23.5,0,0
Gangwon-do,Inje,2019,7,23,Cloudy,32.3,22.5,0,0
Gangwon-do,Inje,2019,7,24,Rainy,29.4,23.8,0.3,0
Gangwon-do,Inje,2019,7,25,Rainy,30.1,23.6,1.5,0
Gangwon-do,Inje,2019,7,26,Rainy,26.1,23.1,59,0
Gangwon-do,Inje,2019,7,27,Rainy,32.9,22.9,1,0
Gangwon-do,Inje,2019,7,28,Rainy,26,23.7,23,0
Gangwon-do,Inje,2019,7,29,Cloudy,28.1,24.4,0,0
Gangwon-do,Inje,2019,7,30,Rainy,29.3,24.5,0.2,0
Gangwon-do,Inje,2019,7,31,Rainy,28.4,23.3,15,0
Gangwon-do,Inje,2019,8,1,Rainy,31.2,22.7,10.5,0
Gangwon-do,Inje,2019,8,2,Partly Cloudy,33.7,23.2,0,0
Gangwon-do,Inje,2019,8,3,Partly Cloudy,35.2,22.5,0,0
Gangwon-do,Inje,2019,8,4,Mostly Cloudy,34.7,21.5,0,0
Gangwon-do,Inje,2019,8,5,Partly Cloudy,36,23,0,0
Gangwon-do,Inje,2019,8,6,Mostly Cloudy,33.2,22,0,0
Gangwon-do,Inje,2019,8,7,Rainy,25.3,21.4,77.5,0
Gangwon-do,Inje,2019,8,8,Mostly Cloudy,31.6,21.4,0,0
Gangwon-do,Inje,2019,8,9,Rainy,32.7,21.3,0.1,0
Gangwon-do,Inje,2019,8,10,Mostly Cloudy,32,22.9,0,0
Gangwon-do,Inje,2019,8,11,Mostly Cloudy,31.4,21.7,0,0
Gangwon-do,Inje,2019,8,12,Rainy,29.4,23.6,15,0
Gangwon-do,Inje,2019,8,13,Mostly Cloudy,33.3,23.5,0,0
Gangwon-do,Inje,2019,8,14,Mostly Cloudy,31,22.1,0,0
Gangwon-do,Inje,2019,8,15,Rainy,25.4,20.9,18,0
Gangwon-do,Inje,2019,8,16,Rainy,28.2,20.3,3.5,0
Gangwon-do,Inje,2019,8,17,Mostly Cloudy,27.1,22.2,0,0
Gangwon-do,Inje,2019,8,18,Partly Cloudy,28.8,17.6,0,0
Gangwon-do,Inje,2019,8,19,Partly Cloudy,30.4,18.1,0,0
Gangwon-do,Inje,2019,8,20,Partly Cloudy,31.4,18.1,0,0
Gangwon-do,Inje,2019,8,21,Rainy,28.4,19.4,3.5,0
Gangwon-do,Inje,2019,8,22,Mostly Cloudy,30.8,20.3,0,0
Gangwon-do,Inje,2019,8,23,Partly Cloudy,28,17.7,0,0
Gangwon-do,Inje,2019,8,24,Mostly Cloudy,25.9,15.7,0,0
Gangwon-do,Inje,2019,8,25,Rainy,28.5,17.5,9.5,0
Gangwon-do,Inje,2019,8,26,Mostly Cloudy,30.1,18.3,0,0
Gangwon-do,Inje,2019,8,27,Rainy,28.9,20.1,0.5,0
Gangwon-do,Inje,2019,8,28,Partly Cloudy,28.4,19,0,0
Gangwon-do,Inje,2019,8,29,Rainy,23.5,17.6,9,0
Gangwon-do,Inje,2019,8,30,Mostly Cloudy,25.1,17.1,0,0
Gangwon-do,Inje,2019,8,31,Partly Cloudy,27,16.4,0,0
Gangwon-do,Ulleung,2018,9,1,Rainy,23.1,18.6,0.1,0
Gangwon-do,Ulleung,2018,9,2,Partly Cloudy,25.6,18.1,0,0
Gangwon-do,Ulleung,2018,9,3,Rainy,24.4,21.7,4.9,0
Gangwon-do,Ulleung,2018,9,4,Rainy,24.2,20.5,16.5,0
Gangwon-do,Ulleung,2018,9,5,Sunny,26.4,20.4,0,0
Gangwon-do,Ulleung,2018,9,6,Mostly Cloudy,26.9,20.7,0,0
Gangwon-do,Ulleung,2018,9,7,Rainy,22.7,19.9,0.2,0
Gangwon-do,Ulleung,2018,9,8,Cloudy,22.9,19.3,0,0
Gangwon-do,Ulleung,2018,9,9,Rainy,21.9,19.3,0.1,0
Gangwon-do,Ulleung,2018,9,10,Partly Cloudy,20.4,17,0,0
Gangwon-do,Ulleung,2018,9,11,Cloudy,20.8,16.9,0,0
Gangwon-do,Ulleung,2018,9,12,Cloudy,22.6,18.5,0,0
Gangwon-do,Ulleung,2018,9,13,Rainy,20.3,18.4,21.1,0
Gangwon-do,Ulleung,2018,9,14,Rainy,21.6,18.6,2.6,0
Gangwon-do,Ulleung,2018,9,15,Rainy,22,18.6,1.4,0
Gangwon-do,Ulleung,2018,9,16,Rainy,23.8,21,5.3,0
Gangwon-do,Ulleung,2018,9,17,Partly Cloudy,24.9,18.9,0,0
Gangwon-do,Ulleung,2018,9,18,Partly Cloudy,24.5,18.4,0,0
Gangwon-do,Ulleung,2018,9,19,Rainy,24.4,18.9,0.2,0
Gangwon-do,Ulleung,2018,9,20,Rainy,22.7,18.7,3.3,0
Gangwon-do,Ulleung,2018,9,21,Rainy,20.4,16.1,7.9,0
Gangwon-do,Ulleung,2018,9,22,Partly Cloudy,25.9,17.8,0,0
Gangwon-do,Ulleung,2018,9,23,Mostly Cloudy,24.4,18.2,0,0
Gangwon-do,Ulleung,2018,9,24,Cloudy,20.3,16.2,0,0
Gangwon-do,Ulleung,2018,9,25,Partly Cloudy,20.6,16,0,0
Gangwon-do,Ulleung,2018,9,26,Cloudy,18.1,16.1,0,0
Gangwon-do,Ulleung,2018,9,27,Rainy,19.9,16.4,0.1,0
Gangwon-do,Ulleung,2018,9,28,Mostly Cloudy,19.8,15.4,0,0
Gangwon-do,Ulleung,2018,9,29,Rainy,19.6,17.3,9.5,0
Gangwon-do,Ulleung,2018,9,30,Rainy,19.3,16.8,9.8,0
Gangwon-do,Ulleung,2018,10,1,Partly Cloudy,19.3,14.3,0,0
Gangwon-do,Ulleung,2018,10,2,Rainy,21.2,15,0.1,0
Gangwon-do,Ulleung,2018,10,3,Sunny,21.7,15.7,0,0
Gangwon-do,Ulleung,2018,10,4,Cloudy,22.5,17.2,0,0
Gangwon-do,Ulleung,2018,10,5,Rainy,18.6,17.1,111,0
Gangwon-do,Ulleung,2018,10,6,Rainy,21.3,17.2,74.3,0
Gangwon-do,Ulleung,2018,10,7,Rainy,22,15.7,0.6,0
Gangwon-do,Ulleung,2018,10,8,Partly Cloudy,18.8,14.4,0,0
Gangwon-do,Ulleung,2018,10,9,Cloudy,19.2,14.4,0,0
Gangwon-do,Ulleung,2018,10,10,Cloudy,19.9,13.3,0,0
Gangwon-do,Ulleung,2018,10,11,Mostly Cloudy,15.6,11.2,0,0
Gangwon-do,Ulleung,2018,10,12,Mostly Cloudy,15,11.7,0,0
Gangwon-do,Ulleung,2018,10,13,Sunny,17.9,11.5,0,0
Gangwon-do,Ulleung,2018,10,14,Partly Cloudy,20.5,12.5,0,0
Gangwon-do,Ulleung,2018,10,15,Partly Cloudy,18.9,13.4,0,0
Gangwon-do,Ulleung,2018,10,16,Rainy,17.2,11.9,13.4,0
Gangwon-do,Ulleung,2018,10,17,Rainy,14.4,10.9,10.3,0
Gangwon-do,Ulleung,2018,10,18,Rainy,13.4,10.8,23.7,0
Gangwon-do,Ulleung,2018,10,19,Mostly Cloudy,15.2,12.3,0,0
Gangwon-do,Ulleung,2018,10,20,Sunny,17.8,10.8,0,0
Gangwon-do,Ulleung,2018,10,21,Sunny,18.3,12.1,0,0
Gangwon-do,Ulleung,2018,10,22,Mostly Cloudy,20.7,12.9,0,0
Gangwon-do,Ulleung,2018,10,23,Partly Cloudy,20.1,14.4,0,0
Gangwon-do,Ulleung,2018,10,24,Sunny,18.5,11.6,0,0
Gangwon-do,Ulleung,2018,10,25,Partly Cloudy,19.8,11.9,0,0
Gangwon-do,Ulleung,2018,10,26,Rainy,15.7,12.7,7.9,0
Gangwon-do,Ulleung,2018,10,27,Partly Cloudy,14.4,9,0,0
Gangwon-do,Ulleung,2018,10,28,Rainy,14.7,8.2,6.5,0
Gangwon-do,Ulleung,2018,10,29,Rainy,14.1,7.9,1.1,0
Gangwon-do,Ulleung,2018,10,30,Partly Cloudy,12.8,7.5,0,0
Gangwon-do,Ulleung,2018,10,31,Rainy,11.4,7,12,0
Gangwon-do,Ulleung,2018,11,1,Partly Cloudy,14.3,9.2,0,0
Gangwon-do,Ulleung,2018,11,2,Sunny,17.2,10,0,0
Gangwon-do,Ulleung,2018,11,3,Sunny,19.2,10.9,0,0
Gangwon-do,Ulleung,2018,11,4,Sunny,20.2,11.7,0,0
Gangwon-do,Ulleung,2018,11,5,Rainy,18.4,12.2,2.1,0
Gangwon-do,Ulleung,2018,11,6,Rainy,14.7,11.7,0.2,0
Gangwon-do,Ulleung,2018,11,7,Rainy,14.2,11.5,0.2,0
Gangwon-do,Ulleung,2018,11,8,Rainy,17.1,13.5,20.6,0
Gangwon-do,Ulleung,2018,11,9,Rainy,17.4,12.2,0.7,0
Gangwon-do,Ulleung,2018,11,10,Sunny,17.2,11.2,0,0
Gangwon-do,Ulleung,2018,11,11,Mostly Cloudy,17.8,11.5,0,0
Gangwon-do,Ulleung,2018,11,12,Mostly Cloudy,13.2,9.4,0,0
Gangwon-do,Ulleung,2018,11,13,Mostly Cloudy,11.9,8.3,0,0
Gangwon-do,Ulleung,2018,11,14,Rainy,10.3,7.9,0.6,0
Gangwon-do,Ulleung,2018,11,15,Partly Cloudy,13.3,7.9,0,0
Gangwon-do,Ulleung,2018,11,16,Mostly Cloudy,14.3,9.8,0,0
Gangwon-do,Ulleung,2018,11,17,Rainy,10.6,7.9,7.2,0
Gangwon-do,Ulleung,2018,11,18,Rainy,13.1,8.7,4.4,0
Gangwon-do,Ulleung,2018,11,19,Mostly Cloudy,11.2,8.1,0,0
Gangwon-do,Ulleung,2018,11,20,Rainy,11.2,7.6,1.3,0
Gangwon-do,Ulleung,2018,11,21,Cloudy,15.3,7.7,0,0
Gangwon-do,Ulleung,2018,11,22,Mostly Cloudy,8,4.3,0,0
Gangwon-do,Ulleung,2018,11,23,Snowy,6.2,2.3,2.8,0.5
Gangwon-do,Ulleung,2018,11,24,Rainy,8.8,3.1,2.8,0
Gangwon-do,Ulleung,2018,11,25,Partly Cloudy,11.5,6.8,0,0
Gangwon-do,Ulleung,2018,11,26,Sunny,15.5,7.3,0,0
Gangwon-do,Ulleung,2018,11,27,Partly Cloudy,16.2,9.9,0,0
Gangwon-do,Ulleung,2018,11,28,Mostly Cloudy,11.7,7.6,0,0
Gangwon-do,Ulleung,2018,11,29,Partly Cloudy,11.4,7,0,0
Gangwon-do,Ulleung,2018,11,30,Partly Cloudy,11.5,6.2,0,0
Gangwon-do,Ulleung,2018,12,1,Mostly Cloudy,9.2,7.4,0,0
Gangwon-do,Ulleung,2018,12,2,Cloudy,13.4,8.9,0,0
Gangwon-do,Ulleung,2018,12,3,Rainy,16.7,12.2,1,0
Gangwon-do,Ulleung,2018,12,4,Rainy,15.8,8,13.1,0
Gangwon-do,Ulleung,2018,12,5,Rainy,8.4,3.9,29.9,0
Gangwon-do,Ulleung,2018,12,6,Rainy,10.4,5.2,60.6,0
Gangwon-do,Ulleung,2018,12,7,Snowy,5.3,-2.5,4.5,5
Gangwon-do,Ulleung,2018,12,8,Snowy,-0.4,-3.2,0,0.2
Gangwon-do,Ulleung,2018,12,9,Snowy,0.6,-3,4.4,7
Gangwon-do,Ulleung,2018,12,10,Rainy,3,-0.6,0.7,0
Gangwon-do,Ulleung,2018,12,11,Rainy,6.8,2.8,12.9,0
Gangwon-do,Ulleung,2018,12,12,Snowy,4.2,0.4,30.5,1.5
Gangwon-do,Ulleung,2018,12,13,Snowy,5,-0.2,7.9,6.5
Gangwon-do,Ulleung,2018,12,14,Snowy,1,-0.5,24.1,16.2
Gangwon-do,Ulleung,2018,12,15,Rainy,5.3,0.7,0.4,0
Gangwon-do,Ulleung,2018,12,16,Rainy,6.7,4.8,0.1,0
Gangwon-do,Ulleung,2018,12,17,Rainy,7.2,3.3,0.8,0
